semester,program,letnik,predmet,zacetek,trajanje,dan,vrsta,predavalnica,predavatelj,stevilo programov
Poletni semester 2018/19,Pedagoška matematika,1. letnik,Algebra 1,9,1,četrtek,Ostale skupine,2.01,[],2
Poletni semester 2018/19,Pedagoška matematika,1. letnik,Algebra 1,10,2,četrtek,P,2.05,['Klemen Šivic'],2
Poletni semester 2018/19,Pedagoška matematika,1. letnik,Analiza 1,12,2,četrtek,Ostale skupine,P.05,['Uroš Kuzman'],2
Poletni semester 2018/19,Pedagoška matematika,1. letnik,Analiza 1,12,3,četrtek,V,2.05,['Jure Kališnik'],2
Poletni semester 2018/19,Pedagoška matematika,1. letnik,Kolokviji M1,17,2,četrtek,P,2.01,['X'],2
Poletni semester 2018/19,Pedagoška matematika,1. letnik,Kolokviji M1,17,2,četrtek,P,2.05,['X'],2
Poletni semester 2018/19,Pedagoška matematika,1. letnik,Algebra 1,9,1,petek,V,2.05,['Gregor Cigler'],2
Poletni semester 2018/19,Pedagoška matematika,1. letnik,Algebra 1,10,1,petek,P,2.05,['Klemen Šivic'],2
Poletni semester 2018/19,Pedagoška matematika,2. letnik,Analiza 2b,10,2,ponedeljek,P,2.02,['Miran Černe'],2
Poletni semester 2018/19,Pedagoška matematika,2. letnik,Diskretna matematika 1,12,2,ponedeljek,V,2.04,['Vesna Iršič'],3
Poletni semester 2018/19,Pedagoška matematika,2. letnik,Uvod v programiranje,14,2,ponedeljek,P,2.05,['Matija Pretnar'],2
Poletni semester 2018/19,Pedagoška matematika,2. letnik,Afina in projektivna geometrija,14,2,ponedeljek,V,2.04,['Jure Kališnik'],4
Poletni semester 2018/19,Pedagoška matematika,2. letnik,Diskretna matematika 1,8,2,torek,P,2.03,[],3
Poletni semester 2018/19,Pedagoška matematika,2. letnik,Uvod v programiranje,9,2,torek,Ostale skupine,2.01,['Matija Pretnar'],2
Poletni semester 2018/19,Pedagoška matematika,2. letnik,Uvod v programiranje,14,3,torek,V,3.11,['Žiga Lukšič'],2
Poletni semester 2018/19,Pedagoška matematika,2. letnik,Uvod v programiranje,14,3,torek,Ostale skupine,3.12,['Alen Orbanić'],2
Poletni semester 2018/19,Pedagoška matematika,2. letnik,Kolokviji M2,18,2,torek,P,2.05,['X'],2
Poletni semester 2018/19,Pedagoška matematika,2. letnik,Analiza 2b,10,2,sreda,P,2.02,['Miran Černe'],2
Poletni semester 2018/19,Pedagoška matematika,2. letnik,Psihologija učenja in pouka,13,2,sreda,P,P15 (FF),['Melita Puklek Levpušček'],4
Poletni semester 2018/19,Pedagoška matematika,2. letnik,Uvod v programiranje,14,3,sreda,Ostale skupine,3.11,['Anja Petković'],2
Poletni semester 2018/19,Pedagoška matematika,2. letnik,Uvod v programiranje,17,3,sreda,Ostale skupine,3.11,[],2
Poletni semester 2018/19,Pedagoška matematika,2. letnik,Analiza 2b,8,2,četrtek,V,2.02,['Gregor Cigler'],2
Poletni semester 2018/19,Pedagoška matematika,2. letnik,Afina in projektivna geometrija,12,2,četrtek,P,P.04,['Aleš Vavpetič'],4
Poletni semester 2018/19,Pedagoška matematika,2. letnik,Algebra 2,14,2,četrtek,V,2.04,['Klemen Šivic'],3
Poletni semester 2018/19,Pedagoška matematika,2. letnik,Algebra 2,10,2,petek,P,2.02,['Matej Brešar'],3
Poletni semester 2018/19,Pedagoška matematika,2. letnik,Analiza 2b,12,1,petek,V,2.02,['Gregor Cigler'],2
Poletni semester 2018/19,Pedagoška matematika,3. letnik,Didaktika matematike 2,12,2,ponedeljek,P,3.04,['Damjan Kobal'],2
Poletni semester 2018/19,Pedagoška matematika,3. letnik,Astronomija,14,2,ponedeljek,P,F1,['Tomaž Zwitter'],2
Poletni semester 2018/19,Pedagoška matematika,3. letnik,Astronomija,12,1,torek,V,F6,['Dunja Fabjan'],2
Poletni semester 2018/19,Pedagoška matematika,3. letnik,Pedagogika z andragogiko,13,2,torek,P,P2 (FF),['Govekar-Okoliš'],4
Poletni semester 2018/19,Pedagoška matematika,3. letnik,Psihologija učenja in pouka,13,2,sreda,P,P15 (FF),['Melita Puklek Levpušček'],4
Poletni semester 2018/19,Pedagoška matematika,3. letnik,Naravoslovna obzorja,16,3,sreda,P,S206,['Gorazd Planinšič'],2
Poletni semester 2018/19,Pedagoška matematika,3. letnik,Kolokviji M3,18,2,sreda,P,2.01,['X'],2
Poletni semester 2018/19,Pedagoška matematika,3. letnik,SEM,10,2,četrtek,S,2.01,['Primož Potočnik'],3
Poletni semester 2018/19,Pedagoška matematika,3. letnik,SEM,10,2,četrtek,Ostale skupine,P.04,['Primož Moravec'],3
Poletni semester 2018/19,Pedagoška matematika,3. letnik,Didaktika matematike 2,10,2,petek,P,3.12,['Damjan Kobal'],2
Poletni semester 2018/19,Pedagoška matematika,3. letnik,Didaktika matematike 2,12,2,petek,V,3.06,['Tatiana Elisabet Sušnik'],2
Poletni semester 2018/19,Pedagoška matematika,3. letnik,Seminar 1/2,14,2,petek,S,2.02,['Igor Klep'],3
Poletni semester 2018/19,Pedagoška matematika,4. letnik,Simbolno računanje in dinamična geometrija,8,2,ponedeljek,P,3.12,['Damjan Kobal'],2
Poletni semester 2018/19,Pedagoška matematika,4. letnik,Finančna matematika 1,12,2,ponedeljek,P,2.05,['Tomaž Košir'],4
Poletni semester 2018/19,Pedagoška matematika,4. letnik,Didaktika matematike 2,12,2,ponedeljek,P,3.04,['Damjan Kobal'],2
Poletni semester 2018/19,Pedagoška matematika,4. letnik,Matematično modeliranje,14,2,ponedeljek,P,2.02,['Emil Žagar'],4
Poletni semester 2018/19,Pedagoška matematika,4. letnik,Kolokviji P4,18,2,ponedeljek,P,2.02,['X'],1
Poletni semester 2018/19,Pedagoška matematika,4. letnik,Uvod v geometrijsko topologijo,10,2,torek,P,2.03,['Sašo Strle'],4
Poletni semester 2018/19,Pedagoška matematika,4. letnik,Simbolno računanje in dinamična geometrija,10,2,torek,V,3.12,['Davorin Lešnik'],2
Poletni semester 2018/19,Pedagoška matematika,4. letnik,Uvod v geometrijsko topologijo,12,2,torek,V,3.07,['Aleš Vavpetič'],4
Poletni semester 2018/19,Pedagoška matematika,4. letnik,Pedagogika z andragogiko,13,2,torek,P,P2 (FF),['Govekar-Okoliš'],4
Poletni semester 2018/19,Pedagoška matematika,4. letnik,Teorija kodiranja in kriptografija,14,2,torek,P,3.07,['Arjana Žitnik'],4
Poletni semester 2018/19,Pedagoška matematika,4. letnik,Teorija kodiranja in kriptografija,16,2,torek,V,3.04,['Tilen Marc'],4
Poletni semester 2018/19,Pedagoška matematika,4. letnik,Numerična linearna algebra,8,2,sreda,P,2.04,['Bor Plestenjak'],2
Poletni semester 2018/19,Pedagoška matematika,4. letnik,Zgodovina matematike,9,3,sreda,P,F8,['Boris Lavrič'],2
Poletni semester 2018/19,Pedagoška matematika,4. letnik,Zgodovina matematike,11,1,sreda,V,3.05,[],2
Poletni semester 2018/19,Pedagoška matematika,4. letnik,MAT-NLA,12,2,sreda,V,2.03,['Matej Petković'],2
Poletni semester 2018/19,Pedagoška matematika,4. letnik,FIN-FM1,12,2,sreda,V,2.02,['Nika Novak'],4
Poletni semester 2018/19,Pedagoška matematika,4. letnik,FIN-MM,12,2,sreda,V,3.11,['Timotej Hrga'],4
Poletni semester 2018/19,Pedagoška matematika,4. letnik,PED-ZM,12,2,sreda,V,3.07,[],2
Poletni semester 2018/19,Pedagoška matematika,4. letnik,PED-PUP,13,2,sreda,P,P15 (FF),['Melita Puklek Levpušček'],4
Poletni semester 2018/19,Pedagoška matematika,4. letnik,MAT-AK,14,2,sreda,P,2.02,['Anita Buckley'],4
Poletni semester 2018/19,Pedagoška matematika,4. letnik,Naravoslovna obzorja,16,3,sreda,P,S206,['Gorazd Planinšič'],2
Poletni semester 2018/19,Pedagoška matematika,4. letnik,SEM,10,2,četrtek,S,2.01,['Primož Potočnik'],3
Poletni semester 2018/19,Pedagoška matematika,4. letnik,SEM,10,2,četrtek,Ostale skupine,P.04,['Primož Moravec'],3
Poletni semester 2018/19,Pedagoška matematika,4. letnik,Algebraične krivulje,8,2,petek,V,2.04,['Klemen Šivic'],4
Poletni semester 2018/19,Pedagoška matematika,4. letnik,Algebra 3,8,2,petek,P,2.03,['Jakob Cimprič'],3
Poletni semester 2018/19,Pedagoška matematika,4. letnik,Didaktika matematike 2,10,2,petek,P,3.12,['Damjan Kobal'],2
Poletni semester 2018/19,Pedagoška matematika,4. letnik,Algebra 3,10,2,petek,V,3.07,['Janez Šter'],3
Poletni semester 2018/19,Pedagoška matematika,4. letnik,Didaktika matematike 2,12,2,petek,V,3.06,['Tatiana Elisabet Sušnik'],2
Poletni semester 2018/19,Pedagoška matematika,4. letnik,Matematično modeliranje,12,2,petek,Ostale skupine,3.11,['Timotej Hrga'],4
Poletni semester 2018/19,Pedagoška matematika,4. letnik,Seminar 1/2,14,2,petek,S,2.02,['Igor Klep'],3
Poletni semester 2018/19,Pedagoška matematika,5. letnik,Izbrane poglavja iz računalniške matematike,8,2,ponedeljek,V,3.10,['Jan Kralj'],3
Poletni semester 2018/19,Pedagoška matematika,5. letnik,Simbolno računanje in dinamična geometrija,8,2,ponedeljek,P,3.12,['Damjan Kobal'],2
Poletni semester 2018/19,Pedagoška matematika,5. letnik,Teorija grafov,14,2,ponedeljek,V,3.04,['Vesna Iršič'],4
Poletni semester 2018/19,Pedagoška matematika,5. letnik,Moderna fizika,15,3,ponedeljek,P,3.07,['Peter Križan'],2
Poletni semester 2018/19,Pedagoška matematika,5. letnik,Moderna fizika,18,2,ponedeljek,V,3.07,['Andrej Petelin'],2
Poletni semester 2018/19,Pedagoška matematika,5. letnik,Logika,8,3,torek,P,3.07,['Alexander Keith Simpson'],3
Poletni semester 2018/19,Pedagoška matematika,5. letnik,Simbolno računanje in dinamična geometrija,10,2,torek,V,3.12,['Davorin Lešnik'],2
Poletni semester 2018/19,Pedagoška matematika,5. letnik,Matematični modeli v biologiji,12,3,torek,P,2.02,['Barbara Boldin'],3
Poletni semester 2018/19,Pedagoška matematika,5. letnik,Logika,15,2,torek,V,P.05,['Gregor Dolinar'],3
Poletni semester 2018/19,Pedagoška matematika,5. letnik,Zgodovina matematike,9,3,sreda,P,F8,['Boris Lavrič'],2
Poletni semester 2018/19,Pedagoška matematika,5. letnik,Zgodovina matematike,11,1,sreda,V,3.05,[],2
Poletni semester 2018/19,Pedagoška matematika,5. letnik,Zgodovina matematike,12,2,sreda,V,3.07,[],2
Poletni semester 2018/19,Pedagoška matematika,5. letnik,Parcialne diferencialne enačbe,12,3,sreda,P,3.06,['Aleksey Kostenko'],3
Poletni semester 2018/19,Pedagoška matematika,5. letnik,Moderna fizika,15,2,sreda,V,3.07,['Andrej Petelin'],2
Poletni semester 2018/19,Pedagoška matematika,5. letnik,Liejeve grupe,8,3,četrtek,P,3.07,['Janez Mrčun'],3
Poletni semester 2018/19,Pedagoška matematika,5. letnik,Matematični modeli v biologiji,11,2,četrtek,V,3.12,['Barbara Boldin'],3
Poletni semester 2018/19,Pedagoška matematika,5. letnik,Teorija grafov,13,3,četrtek,P,P.01,['Sandi Klavžar'],4
Poletni semester 2018/19,Pedagoška matematika,5. letnik,Izbrane poglavja iz računalniške matematike,16,3,četrtek,P,P.01,['Ljupčo Todorovski'],3
Poletni semester 2018/19,Pedagoška matematika,5. letnik,Parcialne diferencialne enačbe,8,2,petek,V,3.06,['Michael Kaplin'],3
Poletni semester 2018/19,Pedagoška matematika,5. letnik,Liejeve grupe,10,2,petek,V,3.06,['Jure Kališnik'],3
Poletni semester 2018/19,Aplikativna matematika,1. letnik,Uvod v fiziko,10,3,ponedeljek,P,VFP,['Tomaž Podobnik'],1
Poletni semester 2018/19,Aplikativna matematika,1. letnik,Matematika 1,13,2,ponedeljek,P,2.03,['Pavle Saksida'],2
Poletni semester 2018/19,Aplikativna matematika,1. letnik,Kolokviji Pr1,16,2,ponedeljek,P,2.05,['X'],1
Poletni semester 2018/19,Aplikativna matematika,1. letnik,Linearna algebra,8,3,torek,V,P.02,[],1
Poletni semester 2018/19,Aplikativna matematika,1. letnik,Uvod v fiziko,11,1,torek,V,P.02,['Tilen Knaflič'],1
Poletni semester 2018/19,Aplikativna matematika,1. letnik,Matematika 1,12,2,torek,V,P.02,['Gregor Cigler'],2
Poletni semester 2018/19,Aplikativna matematika,1. letnik,Matematika 1,8,2,sreda,P,2.05,['Pavle Saksida'],2
Poletni semester 2018/19,Aplikativna matematika,1. letnik,Programiranje 1,10,1,sreda,S,3.11,['Matija Lokar'],1
Poletni semester 2018/19,Aplikativna matematika,1. letnik,Programiranje 1,11,1,sreda,P,3.11,['Matija Lokar'],1
Poletni semester 2018/19,Aplikativna matematika,1. letnik,Matematično izražanje v angleškem jeziku,12,2,sreda,P,3.05,['Alexander Keith Simpson'],1
Poletni semester 2018/19,Aplikativna matematika,1. letnik,Programiranje 1,8,2,četrtek,V,3.11,['Matija Lokar'],1
Poletni semester 2018/19,Aplikativna matematika,1. letnik,Programiranje 1,8,2,četrtek,Ostale skupine,3.12,['Tatiana Elisabet Sušnik'],1
Poletni semester 2018/19,Aplikativna matematika,1. letnik,Programiranje 1,10,2,četrtek,Ostale skupine,3.11,['Matija Lokar'],1
Poletni semester 2018/19,Aplikativna matematika,1. letnik,Linearna algebra,12,3,četrtek,P,P.02,['Boris Lavrič'],1
Poletni semester 2018/19,Aplikativna matematika,1. letnik,Matematično izražanje v angleškem jeziku,8,2,petek,V,2.02,['Brett Simon Chenoweth'],1
Poletni semester 2018/19,Aplikativna matematika,1. letnik,Matematika 1,10,2,petek,V,P.02,['Gregor Cigler'],2
Poletni semester 2018/19,Aplikativna matematika,2. letnik,Statistika,8,2,ponedeljek,P,3.04,['Jaka Smrekar'],1
Poletni semester 2018/19,Aplikativna matematika,2. letnik,Diferencialne enačbe,10,2,ponedeljek,P,3.04,['Uroš Kuzman'],2
Poletni semester 2018/19,Aplikativna matematika,2. letnik,Numerične metode 1,10,3,ponedeljek,P,2.03,['Marjetka Knez'],1
Poletni semester 2018/19,Aplikativna matematika,2. letnik,Programiranje 2,8,2,torek,P,3.11,['Lovro Šubelj'],1
Poletni semester 2018/19,Aplikativna matematika,2. letnik,Programiranje 2,10,2,torek,V,3.11,['Matjaž Zaveršnik'],1
Poletni semester 2018/19,Aplikativna matematika,2. letnik,Statistika,12,2,torek,V,3.11,['Nika Novak'],1
Poletni semester 2018/19,Aplikativna matematika,2. letnik,Kolokviji Pr2,16,2,torek,P,2.01,['X'],1
Poletni semester 2018/19,Aplikativna matematika,2. letnik,Matematika 2,8,2,sreda,V,F3,['Leon Lampret'],1
Poletni semester 2018/19,Aplikativna matematika,2. letnik,Matematika 2,8,3,sreda,V,P.05,['Martin Raič'],1
Poletni semester 2018/19,Aplikativna matematika,2. letnik,Matematična orodja v fiziki,11,3,sreda,P,P.05,['Tomaž Podobnik'],1
Poletni semester 2018/19,Aplikativna matematika,2. letnik,Matematika 2,8,3,četrtek,P,P.05,['Uroš Kuzman'],1
Poletni semester 2018/19,Aplikativna matematika,2. letnik,Podatkovne baze 2,8,3,četrtek,P,3.10,['Matija Pretnar'],2
Poletni semester 2018/19,Aplikativna matematika,2. letnik,Matematična orodja v fiziki,11,3,četrtek,V,3.05,['Miha Mihovilovič'],1
Poletni semester 2018/19,Aplikativna matematika,2. letnik,Numerične metode 1,7,3,petek,V,3.11,['Jan Grošelj'],1
Poletni semester 2018/19,Aplikativna matematika,2. letnik,Podatkovne baze 2,8,3,petek,V,3.10,['Jure Slak'],2
Poletni semester 2018/19,Aplikativna matematika,2. letnik,Diferencialne enačbe,10,2,petek,V,P.05,['Martin Raič'],2
Poletni semester 2018/19,Aplikativna matematika,2. letnik,Komuniciranje v matematiki,12,2,petek,S,P.05,['Primož Potočnik'],1
Poletni semester 2018/19,Aplikativna matematika,3. letnik,Računalništvo 2,10,3,ponedeljek,P,3.07,['Matija Lokar'],1
Poletni semester 2018/19,Aplikativna matematika,3. letnik,Praktično usposabljanje,9,3,torek,P,3.06,['Emil Žagar'],1
Poletni semester 2018/19,Aplikativna matematika,3. letnik,Parcialne diferencialne enačbe,7,3,sreda,V,3.07,['Darja Govekar-Leban'],1
Poletni semester 2018/19,Aplikativna matematika,3. letnik,Računalništvo 2,10,3,sreda,V,3.12,['Tatiana Elisabet Sušnik'],1
Poletni semester 2018/19,Aplikativna matematika,3. letnik,Kolokviji Pr3,18,2,sreda,O,2.05,['X'],1
Poletni semester 2018/19,Aplikativna matematika,3. letnik,Podatkovne baze 2,8,3,četrtek,P,3.10,['Matija Pretnar'],2
Poletni semester 2018/19,Aplikativna matematika,3. letnik,Parcialne diferencialne enačbe,11,2,četrtek,P,3.10,['Jakob Cimprič'],1
Poletni semester 2018/19,Aplikativna matematika,3. letnik,Podatkovne baze 2,8,3,petek,V,3.10,['Jure Slak'],2
Poletni semester 2018/19,Aplikativna matematika,3. letnik,Parcialne diferencialne enačbe,11,1,petek,P,3.05,['Jakob Cimprič'],1
Poletni semester 2018/19,"Aplikativna fizika, 1. stopnja",1. letnik,Kemija,8,2,ponedeljek,P,B (FKKT),['Romana Cerc Korošec'],1
Poletni semester 2018/19,"Aplikativna fizika, 1. stopnja",1. letnik,Kemija,10,1,ponedeljek,P,FKKT-2109,['Romana Cerc Korošec'],1
Poletni semester 2018/19,"Aplikativna fizika, 1. stopnja",1. letnik,Fizika I,12,1,ponedeljek,V,KS,['Marion Antonia Van Midden Mavrič'],1
Poletni semester 2018/19,"Aplikativna fizika, 1. stopnja",1. letnik,Matematika 1,13,2,ponedeljek,P,2.03,['Pavle Saksida'],2
Poletni semester 2018/19,"Aplikativna fizika, 1. stopnja",1. letnik,Fizika I,9,2,torek,P,MFP,['Marko Zgonik'],1
Poletni semester 2018/19,"Aplikativna fizika, 1. stopnja",1. letnik,Fizika I,11,1,torek,S,MFP,['Marko Zgonik'],1
Poletni semester 2018/19,"Aplikativna fizika, 1. stopnja",1. letnik,Matematika 1,12,2,torek,V,P.02,['Gregor Cigler'],2
Poletni semester 2018/19,"Aplikativna fizika, 1. stopnja",1. letnik,Projektno delo 1,17,3,torek,V,PD,['Klemen Čotar'],2
Poletni semester 2018/19,"Aplikativna fizika, 1. stopnja",1. letnik,Matematika 1,8,2,sreda,P,2.05,['Pavle Saksida'],2
Poletni semester 2018/19,"Aplikativna fizika, 1. stopnja",1. letnik,Praktikum aplikativne fizike II,10,3,sreda,L,Pra1,['Andreja Šarlah'],1
Poletni semester 2018/19,"Aplikativna fizika, 1. stopnja",1. letnik,Kemija,15,2,sreda,V,FKKT-2074,['Sabina Grabner'],1
Poletni semester 2018/19,"Aplikativna fizika, 1. stopnja",1. letnik,Projektno delo 1,16,3,sreda,Ostale skupine,PD,['Lev Vidmar'],2
Poletni semester 2018/19,"Aplikativna fizika, 1. stopnja",1. letnik,Fizika I,8,2,četrtek,P,MFP,['Marko Zgonik'],1
Poletni semester 2018/19,"Aplikativna fizika, 1. stopnja",1. letnik,Fizika I,10,2,četrtek,V,F7,['Marion Antonia Van Midden Mavrič'],1
Poletni semester 2018/19,"Aplikativna fizika, 1. stopnja",1. letnik,Matematika 1,10,2,petek,V,P.02,['Gregor Cigler'],2
Poletni semester 2018/19,"Aplikativna fizika, 1. stopnja",2. letnik,Elektronika v fiziki,8,3,ponedeljek,P,F6,['Dušan Ponikvar'],1
Poletni semester 2018/19,"Aplikativna fizika, 1. stopnja",2. letnik,Diferencialne enačbe,10,2,ponedeljek,P,3.04,['Uroš Kuzman'],2
Poletni semester 2018/19,"Aplikativna fizika, 1. stopnja",2. letnik,Optoelektronika,14,2,ponedeljek,V,F6,['Mimoza Naseska'],2
Poletni semester 2018/19,"Aplikativna fizika, 1. stopnja",2. letnik,Varstvo pri delu,15,3,ponedeljek,P,F7,['Jožef Horvat'],1
Poletni semester 2018/19,"Aplikativna fizika, 1. stopnja",2. letnik,Optoelektronika,8,2,torek,P,F7,['Mojca Vilfan'],2
Poletni semester 2018/19,"Aplikativna fizika, 1. stopnja",2. letnik,Elektronika v fiziki,10,2,torek,V,F5,['Matjaž Vencelj'],1
Poletni semester 2018/19,"Aplikativna fizika, 1. stopnja",2. letnik,Fizika II,12,3,torek,P,MFP,['Aleš Mohorič'],1
Poletni semester 2018/19,"Aplikativna fizika, 1. stopnja",2. letnik,Elektronski praktikum,15,3,torek,V,EP,['Dušan Ponikvar'],1
Poletni semester 2018/19,"Aplikativna fizika, 1. stopnja",2. letnik,Fizika II,10,1,sreda,V,F3,['Stanislav Vrtnik'],1
Poletni semester 2018/19,"Aplikativna fizika, 1. stopnja",2. letnik,Fizika II,11,2,sreda,V,F3,['Stanislav Vrtnik'],1
Poletni semester 2018/19,"Aplikativna fizika, 1. stopnja",2. letnik,Praktikum aplikativne fizike IV,13,3,sreda,L,Pra2,['Alenka Mertelj'],1
Poletni semester 2018/19,"Aplikativna fizika, 1. stopnja",2. letnik,Fizika II,11,2,četrtek,P,MFP,['Aleš Mohorič'],1
Poletni semester 2018/19,"Aplikativna fizika, 1. stopnja",2. letnik,Diferencialne enačbe,10,2,petek,V,P.05,['Martin Raič'],2
Poletni semester 2018/19,"Aplikativna fizika, 1. stopnja",3. letnik,Matematična fizika,8,3,ponedeljek,P,F4,['Marko Žnidarič'],1
Poletni semester 2018/19,"Aplikativna fizika, 1. stopnja",3. letnik,Moderna fizika,12,2,ponedeljek,V,F6,['Špela Krušič'],1
Poletni semester 2018/19,"Aplikativna fizika, 1. stopnja",3. letnik,Optoelektronika,14,2,ponedeljek,V,F6,['Mimoza Naseska'],2
Poletni semester 2018/19,"Aplikativna fizika, 1. stopnja",3. letnik,Optoelektronika,8,2,torek,P,F7,['Mojca Vilfan'],2
Poletni semester 2018/19,"Aplikativna fizika, 1. stopnja",3. letnik,Moderna fizika,10,2,torek,P,F7,['Andrej Zorko'],1
Poletni semester 2018/19,"Aplikativna fizika, 1. stopnja",3. letnik,Matematična fizika,13,3,torek,V,F7,['Andreja Šarlah'],1
